Word,Frequency,Posting List 
pausovenpwtoxjafilzh,2,"[('http://example.python-scraping.com/places/default/view/Palau-165', 178), ('http://example.python-scraping.com/places/default/view/Palau-165', 178)]"
pe,8,"[('http://example.python-scraping.com/places/default/view/Peru-170', 35), ('http://example.python-scraping.com/places/default/view/Peru-170', 82), ('http://example.python-scraping.com/places/default/iso/PE', 35), ('http://example.python-scraping.com/places/default/iso/PE', 82), ('http://example.python-scraping.com/places/default/view/Peru-170', 35), ('http://example.python-scraping.com/places/default/view/Peru-170', 82), ('http://example.python-scraping.com/places/default/iso/PE', 35), ('http://example.python-scraping.com/places/default/iso/PE', 82)]"
pen,4,"[('http://example.python-scraping.com/places/default/view/Peru-170', 98), ('http://example.python-scraping.com/places/default/iso/PE', 98), ('http://example.python-scraping.com/places/default/view/Peru-170', 98), ('http://example.python-scraping.com/places/default/iso/PE', 98)]"
penh,4,"[('http://example.python-scraping.com/places/default/view/Cambodia-39', 76), ('http://example.python-scraping.com/places/default/iso/KH', 76), ('http://example.python-scraping.com/places/default/view/Cambodia-39', 76), ('http://example.python-scraping.com/places/default/iso/KH', 76)]"
peru,4,"[('http://example.python-scraping.com/places/default/view/Peru-170', 55), ('http://example.python-scraping.com/places/default/iso/PE', 55), ('http://example.python-scraping.com/places/default/view/Peru-170', 55), ('http://example.python-scraping.com/places/default/iso/PE', 55)]"
peso,30,"[('http://example.python-scraping.com/places/default/view/Argentina-11', 124), ('http://example.python-scraping.com/places/default/view/Philippines-171', 122), ('http://example.python-scraping.com/places/default/view/Cuba-54', 117), ('http://example.python-scraping.com/places/default/view/Dominican-Republic-62', 136), ('http://example.python-scraping.com/places/default/view/Mexico-138', 124), ('http://example.python-scraping.com/places/default/iso/CL', 120), ('http://example.python-scraping.com/places/default/iso/UY', 124), ('http://example.python-scraping.com/places/default/iso/MX', 124), ('http://example.python-scraping.com/places/default/iso/DO', 136), ('http://example.python-scraping.com/places/default/iso/CO', 121), ('http://example.python-scraping.com/places/default/iso/CU', 117), ('http://example.python-scraping.com/places/default/view/Chile-46', 120), ('http://example.python-scraping.com/places/default/view/Colombia-49', 121), ('http://example.python-scraping.com/places/default/view/Uruguay-236', 124), ('http://example.python-scraping.com/places/default/iso/AR', 124), ('http://example.python-scraping.com/places/default/view/Argentina-11', 124), ('http://example.python-scraping.com/places/default/view/Philippines-171', 122), ('http://example.python-scraping.com/places/default/view/Cuba-54', 117), ('http://example.python-scraping.com/places/default/view/Dominican-Republic-62', 136), ('http://example.python-scraping.com/places/default/view/Mexico-138', 124), ('http://example.python-scraping.com/places/default/iso/CL', 120), ('http://example.python-scraping.com/places/default/iso/UY', 124), ('http://example.python-scraping.com/places/default/iso/MX', 124), ('http://example.python-scraping.com/places/default/iso/DO', 136), ('http://example.python-scraping.com/places/default/iso/CO', 121), ('http://example.python-scraping.com/places/default/iso/CU', 117), ('http://example.python-scraping.com/places/default/view/Chile-46', 120), ('http://example.python-scraping.com/places/default/view/Colombia-49', 121), ('http://example.python-scraping.com/places/default/view/Uruguay-236', 124), ('http://example.python-scraping.com/places/default/iso/AR', 124)]"
peter,2,"[('http://example.python-scraping.com/places/default/view/Guernsey-90', 73), ('http://example.python-scraping.com/places/default/view/Guernsey-90', 73)]"
pf,4,"[('http://example.python-scraping.com/places/default/view/French-Polynesia-76', 35), ('http://example.python-scraping.com/places/default/view/French-Polynesia-76', 96), ('http://example.python-scraping.com/places/default/view/French-Polynesia-76', 35), ('http://example.python-scraping.com/places/default/view/French-Polynesia-76', 96)]"
pg,8,"[('http://example.python-scraping.com/places/default/view/Papua-New-Guinea-168', 35), ('http://example.python-scraping.com/places/default/view/Papua-New-Guinea-168', 102), ('http://example.python-scraping.com/places/default/iso/PG', 35), ('http://example.python-scraping.com/places/default/iso/PG', 102), ('http://example.python-scraping.com/places/default/view/Papua-New-Guinea-168', 35), ('http://example.python-scraping.com/places/default/view/Papua-New-Guinea-168', 102), ('http://example.python-scraping.com/places/default/iso/PG', 35), ('http://example.python-scraping.com/places/default/iso/PG', 102)]"
pgk,4,"[('http://example.python-scraping.com/places/default/view/Papua-New-Guinea-168', 118), ('http://example.python-scraping.com/places/default/iso/PG', 118), ('http://example.python-scraping.com/places/default/view/Papua-New-Guinea-168', 118), ('http://example.python-scraping.com/places/default/iso/PG', 118)]"
ph,4,"[('http://example.python-scraping.com/places/default/view/Philippines-171', 35), ('http://example.python-scraping.com/places/default/view/Philippines-171', 89), ('http://example.python-scraping.com/places/default/view/Philippines-171', 35), ('http://example.python-scraping.com/places/default/view/Philippines-171', 89)]"
philippin,2,"[('http://example.python-scraping.com/places/default/view/Philippines-171', 55), ('http://example.python-scraping.com/places/default/view/Philippines-171', 55)]"
philipsburg,4,"[('http://example.python-scraping.com/places/default/view/Sint-Maarten-199', 74), ('http://example.python-scraping.com/places/default/iso/SX', 74), ('http://example.python-scraping.com/places/default/view/Sint-Maarten-199', 74), ('http://example.python-scraping.com/places/default/iso/SX', 74)]"
phnom,4,"[('http://example.python-scraping.com/places/default/view/Cambodia-39', 70), ('http://example.python-scraping.com/places/default/iso/KH', 70), ('http://example.python-scraping.com/places/default/view/Cambodia-39', 70), ('http://example.python-scraping.com/places/default/iso/KH', 70)]"
